"attestation_id","redemption_process","contract_id","allocation_id","smart_contract_address","batchID","network","zl_protocol_version","minerID","beneficiary","beneficiary_country","beneficiary_location","supply_country","volume_required","start_date","end_date","redemption_purpose","attestation_folder"
"20220607_SP_FF_transaction_2_attestation_1","automatic","20220607_SP_FF_transaction_2_contract_1","20220607_SP_FF_transaction_2_allocation_1","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3909,246,"ZL 1.0.0","f073552","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3909 - Filecoin minerID f073552","CN","CN-XJ","CN","5","2021-01-01","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3909. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f073552","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_2","automatic","20220607_SP_FF_transaction_2_contract_1","20220607_SP_FF_transaction_2_allocation_2","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3910,246,"ZL 1.0.0","f073628","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3910 - Filecoin minerID f073628","CN","CN-GD","CN","3","2021-01-01","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3910. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f073628","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_3","automatic","20220607_SP_FF_transaction_2_contract_1","20220607_SP_FF_transaction_2_allocation_3","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3911,246,"ZL 1.0.0","f073697","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3911 - Filecoin minerID f073697","CN","CN-XJ","CN","2","2021-01-01","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3911. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f073697","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_4","automatic","20220607_SP_FF_transaction_2_contract_1","20220607_SP_FF_transaction_2_allocation_4","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3912,246,"ZL 1.0.0","f078522","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3912 - Filecoin minerID f078522","CN","CN-SC","CN","2","2021-01-01","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3912. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f078522","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_5","automatic","20220607_SP_FF_transaction_2_contract_1","20220607_SP_FF_transaction_2_allocation_5","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3913,246,"ZL 1.0.0","f078772","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3913 - Filecoin minerID f078772","CN","CN-XJ","CN","26","2021-01-01","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3913. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f078772","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_6","automatic","20220607_SP_FF_transaction_2_contract_1","20220607_SP_FF_transaction_2_allocation_6","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3914,246,"ZL 1.0.0","f079197","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3914 - Filecoin minerID f079197","CN","CN-XJ","CN","15","2021-01-01","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3914. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f079197","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_7","automatic","20220607_SP_FF_transaction_2_contract_1","20220607_SP_FF_transaction_2_allocation_7","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3915,246,"ZL 1.0.0","f079247","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3915 - Filecoin minerID f079247","CN","CN-GD","CN","2","2021-01-01","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3915. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f079247","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_8","automatic","20220607_SP_FF_transaction_2_contract_1","20220607_SP_FF_transaction_2_allocation_8","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3916,246,"ZL 1.0.0","f079301","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3916 - Filecoin minerID f079301","CN","CN-GD","CN","3","2021-01-01","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3916. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f079301","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_9","automatic","20220607_SP_FF_transaction_2_contract_1","20220607_SP_FF_transaction_2_allocation_9","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3917,246,"ZL 1.0.0","f079426","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3917 - Filecoin minerID f079426","CN","CN-SD","CN","1","2021-01-01","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3917. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f079426","20220607_SP_FF_delivery"
"20220607_SP_FF_transaction_2_attestation_10","automatic","20220607_SP_FF_transaction_2_contract_1","20220607_SP_FF_transaction_2_allocation_10","0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",3918,246,"ZL 1.0.0","f079618","Blockchain Network ID: 246 - Tokenization Protocol: ZL 1.0.0 - Smart Contract Address: 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 - Batch ID: 3918 - Filecoin minerID f079618","CN","CN-BJ","CN","6","2021-01-01","2021-06-30","The certificates are redeemed (= assigned to the beneficiary) for the purpose of tokenization and bridging to the Blockchain: Energy Web Chain with the Network ID 246. The smart contract address is 0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900 and the specific certificate batch ID is 3918. The certificates will be created as tokens of type ERC1888-Topic1 This redemption is matched to Filecoin minerID f079618","20220607_SP_FF_delivery"
