"attestation_id","redemption_process","contract_id","allocation_id","smart_contract_address","batchID","network","zl_protocol_version","minerID","beneficiary","beneficiary_country","beneficiary_location","supply_country","volume_required","start_date","end_date","redemption_purpose","attestation_folder"
"20220916_SP_FF_transaction_3_attestation_1","manual","20220916_SP_FF_transaction_3_contract_1",,"0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",0x3a42c6a6ebccf9cbb4176336903d9bb55054a0062d30eb27216590927e7573e2,246,"ZLv1.1.0a",,"CID:Qmc92RehNG8jAYJErUYrQovCMHkT6PkQi1wE4XYgVC8vVw","CN",,"CN","73064","2021-01-01","2021-06-30","Zero Labs Tokenization - go to ipfs.io/ipfs/_CID_","20220916_SP_FF_transaction_3_delivery"
"20220916_SP_FF_transaction_3_attestation_2","manual","20220916_SP_FF_transaction_3_contract_2",,"0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",0xcd19ee76ec51627f900f9d29ff346825d09e7b53f642b4f5401ceee9db296544,246,"ZLv1.1.0a",,"CID:QmVrnpsKsmRyPYfGMRHiDhSs6tui5xhRhfVRSfBBtXvohn","CN",,"CN","7913","2021-01-01","2021-09-30","Zero Labs Tokenization - go to ipfs.io/ipfs/_CID_","20220916_SP_FF_transaction_3_delivery"
"20220916_SP_FF_transaction_3_attestation_3","manual","20220916_SP_FF_transaction_3_contract_3",,"0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",0x4a5903dcedb1ed34d35ef95da9b6c40807d0dd1e93bbbaabf0e65c0669776ab8,246,"ZLv1.1.0a",,"CID:QmWevmjJnawxBFTMuy3hNRxr5jPy5ic7wVomfYoSNRi9Xy","CN",,"CN","15343","2021-08-01","2021-11-30","Zero Labs Tokenization - go to ipfs.io/ipfs/_CID_","20220916_SP_FF_transaction_3_delivery"
"20220916_SP_FF_transaction_3_attestation_4","manual","20220916_SP_FF_transaction_3_contract_4",,"0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",0x165808f01c1f5f7da6d6d7ea173e029a620d91d4d9fdcb79e0b1ed6e65041ffc,246,"ZLv1.1.0a",,"CID:QmUkDBRbLXCRBpgG1Jc3FUMQJnQErsGSGJgPaJL2Hvn4TM","CN",,"CN","13185","2021-02-01","2021-06-30","Zero Labs Tokenization - go to ipfs.io/ipfs/_CID_","20220916_SP_FF_transaction_3_delivery"
"20220916_SP_FF_transaction_3_attestation_5","manual","20220916_SP_FF_transaction_3_contract_5",,"0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",0x7cdb519db222aec77450ed78af5852b6a08232b0a7c9be6bd21d336892aedebf,246,"ZLv1.1.0a",,"CID:QmVWATfk5HDd7L3BtTmprxmEnYTs2eoYikr91dArTastsy","CN",,"CN","13667","2021-12-01","2021-12-31","Zero Labs Tokenization - go to ipfs.io/ipfs/_CID_","20220916_SP_FF_transaction_3_delivery"
"20220916_SP_FF_transaction_3_attestation_6","manual","20220916_SP_FF_transaction_3_contract_6",,"0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",0x2d1b0b0a72c77c8baad7c524c843452f183b20541a9ffeca59d11b7b8f81e483,246,"ZLv1.1.0a",,"CID:QmXQ8B4Er49NuxWDrxjoPdFXkNy5KGo1BAojdvKcGJPZ5Z","CN",,"CN","58318","2021-07-01","2021-12-31","Zero Labs Tokenization - go to ipfs.io/ipfs/_CID_","20220916_SP_FF_transaction_3_delivery"
"20220916_SP_FF_transaction_3_attestation_7","manual","20220916_SP_FF_transaction_3_contract_7",,"0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",0x495643fb925f7cb15bbff65ce504dc750be6a4b3756e80296000ce9b586ce912,246,"ZLv1.1.0a",,"CID:QmW9dUWhbVkC1SW9UtB7LrtqBgoGbR6JNkotJLS3Vx78br","CN",,"CN","52511","2021-07-01","2021-12-31","Zero Labs Tokenization - go to ipfs.io/ipfs/_CID_","20220916_SP_FF_transaction_3_delivery"
"20220916_SP_FF_transaction_3_attestation_8","manual","20220916_SP_FF_transaction_3_contract_8",,"0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",0xd242b65630668e7c7ca3b81db41f9d17ca99aecac46f3bb78d0302f9c4340818,246,"ZLv1.1.0a",,"CID:QmUvAf2fyjsUnGNVbaRR8FE91hx2jrcFSakxXuwVu1Ngv7","CN",,"CN","63367","2022-01-01","2022-03-31","Zero Labs Tokenization - go to ipfs.io/ipfs/_CID_","20220916_SP_FF_transaction_3_delivery"
"20220916_SP_FF_transaction_3_attestation_9","manual","20220916_SP_FF_transaction_3_contract_9",,"0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",0x862ff518df1c58b0833aae08c1fb6b2aef9cb71a63c166b3a31ad4cacc63d855,246,"ZLv1.1.0a",,"CID:QmUdLyF2mjHG798C2CczmfqAT93sgGo9kR5d1eUgWqvR1v","CN",,"CN","62965","2022-04-01","2022-06-30","Zero Labs Tokenization - go to ipfs.io/ipfs/_CID_","20220916_SP_FF_transaction_3_delivery"
"20220916_SP_FF_transaction_3_attestation_10","manual","20220916_SP_FF_transaction_3_contract_10",,"0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",0x4c27c9c9074072ebccaa0ff7955a1125bc5027efbfaa7519c1ed12262cf14c8d,246,"ZLv1.1.0a",,"CID:QmVe1cKqJ9Zu6zWVHcREAbnoKQkwXxEqWLjfy6EKm8Bzhp","CN",,"CN","61420","2022-07-01","2022-09-30","Zero Labs Tokenization - go to ipfs.io/ipfs/_CID_","20220916_SP_FF_transaction_3_delivery"
"20220916_SP_FF_transaction_3_attestation_11","manual","20220916_SP_FF_transaction_3_contract_11",,"0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",0x8d9be0e637e4d93d71fb48d31176f9cfbf8b316773bbb9605365644d113ede4f,246,"ZLv1.1.0a",,"CID:QmNw5yA9mR94hL2D1AdGtFJnFrYHzp88q98BjsVVfjvnxx","CN",,"CN","62193","2022-10-01","2022-12-31","Zero Labs Tokenization - go to ipfs.io/ipfs/_CID_","20220916_SP_FF_transaction_3_delivery"
"20220916_SP_FF_transaction_3_attestation_12","manual","20220916_SP_FF_transaction_3_contract_12",,"0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",0xf71894352d0d27f6a51b6175a7a0137957cc1e079b97451ef201217c1635c156,246,"ZLv1.1.0a",,"CID:Qmbgx5JUnXSJmuBmy16YGZiPeHWS6HGM8xFLV1THcoDWRP","TH",,"TH","255","2022-01-01","2022-02-28","Zero Labs Tokenization - go to ipfs.io/ipfs/_CID_","20220916_SP_FF_transaction_3_delivery"
"20220916_SP_FF_transaction_3_attestation_13","manual","20220916_SP_FF_transaction_3_contract_13",,"0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",0xe08d61c2e2e30e721541f0cd81066f3656d7601dfc920022ce36fa2635c527f0,246,"ZLv1.1.0a",,"CID:QmWbdpRmtW2zprJsVrbwgUodATzssfkeMeaN7tfHq4C6Pc","TH",,"TH","255","2022-03-01","2022-04-30","Zero Labs Tokenization - go to ipfs.io/ipfs/_CID_","20220916_SP_FF_transaction_3_delivery"
"20220916_SP_FF_transaction_3_attestation_14","manual","20220916_SP_FF_transaction_3_contract_14",,"0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",0xa122c908d9dc3c69edd52944c00f6e262e0007fa46608dfe070f4f6a0f74ae53,246,"ZLv1.1.0a",,"CID:QmWArbSk5vu63y164n2wT2NUey4iJd9U2EJ6zSnUDEDYiu","TH",,"TH","255","2022-05-01","2022-06-30","Zero Labs Tokenization - go to ipfs.io/ipfs/_CID_","20220916_SP_FF_transaction_3_delivery"
"20220916_SP_FF_transaction_3_attestation_15","manual","20220916_SP_FF_transaction_3_contract_15",,"0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",0x69f559f729093abbf0b07b641ecbb9279eb92dd6fad29a4ae17ece9cbf721c27,246,"ZLv1.1.0a",,"CID:QmZJfRcxFQyzcFxuGe4MXJ4zu6VUJMyNVDnXoPQgweVxf2","TH",,"TH","255","2022-07-01","2022-08-31","Zero Labs Tokenization - go to ipfs.io/ipfs/_CID_","20220916_SP_FF_transaction_3_delivery"
"20220916_SP_FF_transaction_3_attestation_16","manual","20220916_SP_FF_transaction_3_contract_16",,"0x2248a8E53c8cf533AEEf2369FfF9Dc8C036c8900",0x2c3beda4c0d6dfaadd937fddd956065ee4a2bf82966557cc0513c6742f8a667e,246,"ZLv1.1.0a",,"CID:QmYonerSstoNz82mgVLuVVMNdWWFyyYLS3MJHXJSYQaD3M","TH",,"TH","255","2022-09-01","2022-10-31","Zero Labs Tokenization - go to ipfs.io/ipfs/_CID_","20220916_SP_FF_transaction_3_delivery"
